Identyfikator zadania;Nazwa zadania;Zasobnik;Cel;Stan;Priorytet;Przypisane do;Utworzona przez;Data utworzenia;Data ukończenia;Data rozpoczęcia;Jest cykliczne;Opóźnienie;Data zakończenia;Ukończone przez;Ukończone elementy listy kontrolnej;Elementy listy kontrolnej;Etykiety;Notatki
cD7e9AYu9UyulLow0AC87pYAABLu;US015-01 - Edit a role - API;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;259f2674-2abf-469b-a8b4-6cc20d34a526;259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-10;;;;false;2026-08-11;259f2674-2abf-469b-a8b4-6cc20d34a526;;;Admin;"As an Admin
I want to edit a role
So that I can keep the software information up to date
Acceptance criteria
Able to update:
Job role name
Job description
Sharepoint link
Responsibilities
Band (dropdown list)
Capability (dropdown list)
Status (dropdown list)
Number of open positions
Location
closing date
Input data must be validated in UI & API
Able to edit the role from the job roles list page and the job specification page"
UjVYRF6qKkCiTLC8db_rjJYAN81r;US012-01 - Add new role - API;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-10;;;;false;2026-08-11;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Admin;"As an Admin
I want to add a new role to an existing capability and band
So that I can keep the software information up to date
Acceptance criteria
Able to add a new role to an existing band and capability
Able to add details to new role:
Job role name
Job spec summary
Sharepoint link
Responsibilities
Number of open positions
Location
closing date
Able to select band from dropdown of bands in database
Able to select capability from dropdown on capabilities in database
Input data must be validated on UI & API
Able to create a role from the job roles list page
Status should be set to ""open"" in database"
qaHqztNAxke69Y2_lHRh9pYAKJWy;US002-02 - View job role information - UI;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-11;;2026-08-11;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Applicant;"As an applicant
I want to find job specification information about each role
So that I know what is expected for each role
Acceptance Criteria
Able to click on the job role name in the job roles list page
Can view:
job role name
description
responsibilities
link to Job Spec for each role in SharePoint
Location
capability
band
closing date
status
number of open positions
Tech notes:
Update UI to show specification (new page with link from job roles list page
Tech notes:
UI
New method in JobRoleController with GET /job-roles/{id} route to render job role information
New method in JobRoleService with axios call to GET /job-roles/{id} API endpoint
New job-role-information.html view
Branch name: 002-02-view-role-detail"
Xero6Xs4A06bdsmczdp7UZYAAWNk;Edit/Add role Form - UI;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;259f2674-2abf-469b-a8b4-6cc20d34a526;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-11;;;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;;"Acceptance Criteria
Admin can open the Edit Job Role form from the Job Roles list page.
Admin can open the Edit Job Role form from the Job Specification page.
Existing role data is automatically populated in all form fields when editing.
Admin can modify:
Job Role Name
Job Description
SharePoint Link
Responsibilities
Band
Capability
Status
Number of Open Positions
Location
Closing Date
Client-side validation is implemented and error messages are displayed appropriately.
Form submission is blocked when validation errors are present.
UI is responsive and accessible.
Create and Edit screens share a common form implementation to reduce duplication."
s190GzKHRkSxKsW3_SSZVZYAJAjf;Introduce Agentic Workflow, MCP Integration & Repository Memory;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-11;;;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;1/2;"for backend;for frontend";General;"Introduce an AI-supported development workflow that enables developers to use Copilot/agents consistently throughout the software delivery lifecycle, from task intake and planning through implementation, validation, handover, retrospective, and repository memory management. The solution should also explore MCP integration with Microsoft Planner to connect work management and development activities.
Scope
Define and document the agentic development lifecycle:
Intake
Planning
Implementation
Validation
Handover
Retrospective
Memory updates
Create initial AI guidance files:
AGENTS.md
.github/copilot-instructions.md
Define validation gates (lint, typecheck, unit, integration and E2E tests where applicable).
Evaluate MCP integration with Microsoft Planner, allowing agents to:
Read task context
Update progress notes
Generate implementation summaries and handover information
Respect human approval for status transitions such as Ready for QA, Done, or Released.
Introduce repository memory structure:
docs/ai/memory.md
docs/ai/decisions.md
docs/ai/retrospectives/*.md
Define retrospective and learning process:
Agent proposes retrospective
Developer reviews and approves
Accepted lessons are stored in repository memory
AI instructions are updated when beneficial
Future tasks leverage accumulated project knowledge.
Acceptance Criteria
Agentic workflow documented and available to the team.
Initial AGENTS.md and Copilot instruction files created.
MCP usage and guardrails documented.
Validation and handover processes defined.
Repository memory structure established.
Retrospective template created.
Process defined for promoting approved lessons into:
memory.md
decisions.md
AGENTS.md
copilot-instructions.md
Example retrospective completed for at least one task, demonstrating the memory update flow.
Expected Outcome can be found in the PDF from Dawid (AI supported development) on Teams."
66Qs0LZi-ki5dzXt0ooOM5YAAgOc;Create CI/CD pipeline - backend;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;259f2674-2abf-469b-a8b4-6cc20d34a526;259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-11;;;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;General;"ACs
Github actions flow that performs
Build
Linting
Tests
on both frontend and backend repositories.
The pipeline must run when:
A new pull request is opened
A branch is merged into main or master
PR merging must be blocked if the pipeline fails."
GXXbpyVYkEKwQXaPmO5hWJYAHCj3;Create CI/CD pipeline-frontend;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;259f2674-2abf-469b-a8b4-6cc20d34a526;259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-11;;;;false;2026-08-12;259f2674-2abf-469b-a8b4-6cc20d34a526;;;General;"ACs
Github actions flow that performs
Build
Linting
Tests
on both frontend and backend repositories.
The pipeline must run when:
A new pull request is opened
A branch is merged into main or master
PR merging must be blocked if the pipeline fails."
8cIeIaWCjkCZXdryC5Td35YADzaW;US040 - Login System - only frontend tasks;e039A1kZxE6JE1OLrA1VGpYALYkx;;W toku;Średni;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-12;;;;false;;;0/2;"frontend;backend connetcion";Security;"Acceptance Criteria
User must log in with email and password
User must be able to log out
If email and password match database record, generate a JWT token
JWT token should be stored in browser session
Password should be salted and hashed before comparing to database: https://youtu.be/zt8Cocdy15c?si=u74kFMHTvILDY1P_"
nAD2HD3jOke7lnLlwKVPwZYAM5oW;US024 - Registration System - only frontend;r8cK4ko2SUyrR4e65pe5iJYAKZLo;;Nierozpoczęte;Średni;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-12;;;;false;;;0/2;"backend connection;frontend";Security;"Acceptance Criteria
User must be able to register with email, password
Role should default to ""user"" role in database (not admin)
Email must be a valid email format
Password much be more than 8 chars with upper, lower and special char
Password should be salted and hashed (https://youtu.be/zt8Cocdy15c?si=u74kFMHTvILDY1P_)"
Us_1FoNY-kePu2oA8NUmhpYAEWeO;US024 - Registration System - API;r8cK4ko2SUyrR4e65pe5iJYAKZLo;;Nierozpoczęte;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-12;;;;false;;;0/2;"frontend;backend connection";Security;"Acceptance Criteria
User must be able to register with email, password
Role should default to ""user"" role in database (not admin)
Email must be a valid email format
Password much be more than 8 chars with upper, lower and special char
Password should be salted and hashed (https://youtu.be/zt8Cocdy15c?si=u74kFMHTvILDY1P_)"
p3sn7Xn_cki4Nc16IBwgQ5YANECA;US041 - Authorisation System - API;r8cK4ko2SUyrR4e65pe5iJYAKZLo;;Nierozpoczęte;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-12;;;;false;;;;;Security;"Acceptance Criteria
Recruitment Admin must have access to all endpoints (frontend and backend)
Applicant user will only have access to list and information endpoints (frontend and backend), not create, update & delete
Non-logged in users should be redirected to login page
Token should be required on all API endpoints other than Registration and Login"
-i4RuKOK-UGU_hc5-g3il5YAKSoS;US040 - Login System - API;r8cK4ko2SUyrR4e65pe5iJYAKZLo;;Nierozpoczęte;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-12;;;;false;;;0/2;"frontend;backend connetcion";Security;"Acceptance Criteria
User must log in with email and password
User must be able to log out
If email and password match database record, generate a JWT token
JWT token should be stored in browser session
Password should be salted and hashed before comparing to database: https://youtu.be/zt8Cocdy15c?si=u74kFMHTvILDY1P_"
Dvj72XPpCUyY3lm7givZ45YAD2xk;US020 - Delete a role - UI;e039A1kZxE6JE1OLrA1VGpYALYkx;;Nierozpoczęte;Średni;259f2674-2abf-469b-a8b4-6cc20d34a526;259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-12;;;;false;;;;;Admin;"As an Admin
I want to delete a role
So that I can keep the software information up to date
Acceptance criteria
Able to delete the role from the job roles list page and the job specification page
Warning must appear asking for confirmation before deletion"
